id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
1180,1993,female,public administration and safety,"public order, safety and regulatory services",managers,specialist managers,more than 200,yes,couple with no dependent children,between 1 and 5 years,metro,50% - i spent about half of my time remote working,3.0,4.0,4.0,4.0,4.0,2.0,30%,30%,2.0,4.0,2.0,3.0,3.0,2.0,less than 10% of my time,50% - about half of my time,4,4,3,i 30% more productive when working remotely,1.5,7.0,10.0,5.5,2.0,12.0,6.0,4.0,preparing for work and commuting,managing my family responsibilities,preparing for work and commuting,my opportunities to socialise,my daily expenses,my personal relationships,my on-the-job learning opportunities,my work-life balance,my on-the-job learning opportunities,my daily expenses,my job satisfaction,my personal relationships,feeling left out and/or isolated,poor management,my organisation's software and systems,connectivity (internet connection),lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",27
1181,1976,male,wholesale trade,machinery and equipment wholesaling,professionals,"business, human resource and marketing professionals",between 5 and 19,yes,couple with no dependent children,between 6 and 12 months,metro,10%,4.0,4.0,2.0,2.0,1.0,3.0,20%,20%,2.0,5.0,5.0,3.0,4.0,4.0,10%,20%,5,4,4,i 30% more productive when working remotely,12.0,12.0,0.0,0.0,12.0,10.0,2.0,0.0,preparing for work and commuting,my working relationships,preparing for work and commuting,managing my personal commitments,preparing for work and commuting,my working relationships,my on-the-job learning opportunities,managing my personal commitments,my on-the-job learning opportunities,my daily expenses,my daily expenses,my opportunities to socialise,poor management,cyber security,my organisation's software and systems,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,i have tasks that can't be done remotely,44
1182,1963,female,public administration and safety,public administration,clerical and administrative,other clerical and administrative,more than 200,no,couple with no dependent children,more than 5 years,metro,90%,5.0,5.0,5.0,5.0,3.0,4.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,4.0,5.0,100% - all of my time,100% - all of my time,5,5,5,my productivity is about same when i work remotely,2.0,6.0,4.0,2.0,2.0,6.0,4.0,2.0,my work-life balance,my working relationships,my opportunities to socialise,my working relationships,my daily expenses,my working relationships,my mental wellbeing,my work-life balance,my personal relationships,my on-the-job learning opportunities,my mental wellbeing,managing my personal commitments,feeling left out and/or isolated,lack of motivation,connectivity (internet connection),poor management,lack of motivation,my organisation's software and systems,57
1183,1989,male,information media and telecommunications,internet publishing and broadcasting,managers,"chief executives, general managers and legislators",i am the only employee,yes,single person,more than 5 years,metro,70%,4.0,5.0,3.0,3.0,4.0,4.0,80%,70%,4.0,5.0,5.0,3.0,5.0,5.0,70%,70%,5,5,5,my productivity is about same when i work remotely,2.0,6.0,2.0,3.0,1.0,10.0,3.0,1.0,my work-life balance,preparing for work and commuting,my opportunities to socialise,my working relationships,my personal relationships,preparing for work and commuting,my work-life balance,my on-the-job learning opportunities,my personal relationships,my on-the-job learning opportunities,my opportunities to socialise,managing my personal commitments,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,31
1184,1984,male,manufacturing,primary metal and metal product manufacturing,technicians and trades,"engineering, ict and science technicians",more than 200,no,couple with dependent children,more than 5 years,regional,less than 10% of my time,2.0,5.0,2.0,2.0,4.0,4.0,100% - all of my time,100% - i spent all of my time remote working,4.0,5.0,4.0,5.0,4.0,4.0,100% - all of my time,100% - all of my time,4,4,4,i 10% more productive when working remotely,2.0,7.0,2.0,2.0,0.0,11.0,2.0,2.0,preparing for work and commuting,the number of hours  i work,preparing for work and commuting,managing my personal commitments,preparing for work and commuting,managing my family responsibilities,my work-life balance,the number of hours  i work,my work-life balance,the number of hours  i work,my opportunities to socialise,managing my personal commitments,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,cyber security,i have tasks that can't be done remotely,36
1185,2001,female,public administration and safety,"public order, safety and regulatory services",managers,"chief executives, general managers and legislators",more than 200,yes,group household,between 6 and 12 months,metro,30%,5.0,4.0,5.0,4.0,3.0,1.0,i would not have preferred to work remotely,less than 10% of my time,5.0,4.0,5.0,4.0,3.0,1.0,i would not have preferred to work remotely,less than 10% of my time,1,1,1,i 50% less productive when working remotely (or less),1.0,10.0,6.0,7.0,0.0,12.0,4.0,8.0,preparing for work and commuting,my working relationships,my opportunities to socialise,managing my personal commitments,my job satisfaction,my daily expenses,my opportunities to socialise,the number of hours  i work,my daily expenses,the number of hours  i work,my personal relationships,my daily expenses,caring responsibilities,lack of motivation,feeling left out and/or isolated,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),19
1186,1985,female,manufacturing,wood product manufacturing,professionals,"business, human resource and marketing professionals",between 5 and 19,yes,one  parent family with dependent children,between 1 and 5 years,regional,20%,2.0,2.0,2.0,2.0,1.0,3.0,60%,60%,2.0,1.0,2.0,2.0,1.0,2.0,20%,20%,3,2,2,i 30% less productive when working remotely,2.0,7.0,12.0,3.0,4.0,8.0,9.0,3.0,the number of hours  i work,my working relationships,managing my family responsibilities,managing my personal commitments,my personal relationships,my daily expenses,my mental wellbeing,the number of hours  i work,the number of hours  i work,my daily expenses,my job satisfaction,managing my personal commitments,"it equipment (computer, printer, etc.)",feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,cyber security,connectivity (internet connection),35
1187,1975,female,information media and telecommunications,internet publishing and broadcasting,managers,"chief executives, general managers and legislators",more than 200,yes,couple with dependent children,more than 5 years,metro,rarely or never,,,,,,,20%,80%,5.0,4.0,5.0,5.0,4.0,4.0,50% - about half of my time,50% - about half of my time,4,4,4,i 10% more productive when working remotely,3.0,9.0,3.0,2.0,0.5,8.0,4.0,3.0,preparing for work and commuting,my on-the-job learning opportunities,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,my work-life balance,my opportunities to socialise,the number of hours  i work,my on-the-job learning opportunities,managing my personal commitments,my opportunities to socialise,difficulty collaborating remotely,feeling left out and/or isolated,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,lack of motivation,poor management,45
1188,1986,male,administrative and support services,administrative services,professionals,ict professionals,between 1 and 4,yes,couple with dependent children,between 1 and 5 years,metro,60%,4.0,4.0,4.0,4.0,4.0,4.0,80%,70%,4.0,4.0,4.0,4.0,4.0,4.0,80%,80%,4,4,4,i 30% more productive when working remotely,2.0,8.0,10.0,3.0,2.0,8.0,10.0,3.0,the number of hours  i work,managing my family responsibilities,managing my family responsibilities,managing my personal commitments,my daily expenses,managing my family responsibilities,the number of hours  i work,managing my personal commitments,my daily expenses,the number of hours  i work,managing my personal commitments,my daily expenses,poor management,connectivity (internet connection),connectivity (internet connection),"it equipment (computer, printer, etc.)",poor management,my organisation's software and systems,34
1189,1978,female,health care and social assistance,medical and other health care services,managers,"chief executives, general managers and legislators",between 20 and 199,yes,couple with dependent children,between 1 and 5 years,metro,30%,5.0,5.0,5.0,5.0,5.0,5.0,50% - about half of my time,70%,5.0,5.0,5.0,5.0,5.0,5.0,70%,50% - about half of my time,5,5,5,i 30% more productive when working remotely,0.5,8.0,7.0,4.0,0.5,8.0,7.0,4.0,managing my family responsibilities,my working relationships,managing my family responsibilities,my working relationships,managing my family responsibilities,my job satisfaction,my work-life balance,my opportunities to socialise,my work-life balance,my on-the-job learning opportunities,my personal relationships,my opportunities to socialise,feeling left out and/or isolated,feeling left out and/or isolated,i have tasks that can't be done remotely,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",42
1190,1979,female,administrative and support services,administrative services,clerical and administrative,personal assistants and secretaries,between 5 and 19,no,couple with dependent children,between 1 and 5 years,regional,less than 10% of my time,1.0,2.0,2.0,1.0,4.0,4.0,100% - all of my time,rarely or never,,,,,,,100% - all of my time,100% - all of my time,1,1,1,i 50% more productive when working remotely (or more),1.0,7.0,2.0,1.0,2.0,7.0,1.0,1.0,preparing for work and commuting,my work-life balance,my mental wellbeing,my opportunities to socialise,my personal relationships,my job satisfaction,managing my personal commitments,my work-life balance,my personal relationships,the number of hours  i work,my personal relationships,my opportunities to socialise,poor management,poor management,poor management,connectivity (internet connection),connectivity (internet connection),"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",41
1191,1991,male,financial and insurance services,finance,sales,sales representatives and agents,more than 200,no,single person,between 1 and 5 years,metro,10%,4.0,4.0,3.0,5.0,4.0,3.0,40%,90%,4.0,4.0,5.0,3.0,4.0,5.0,50% - about half of my time,50% - about half of my time,2,4,4,i 10% less productive when working remotely,1.0,8.0,1.0,3.0,0.0,9.0,0.5,2.0,preparing for work and commuting,my work-life balance,my mental wellbeing,my opportunities to socialise,my personal relationships,my job satisfaction,the number of hours  i work,managing my personal commitments,my personal relationships,my daily expenses,my personal relationships,my opportunities to socialise,feeling left out and/or isolated,cyber security,i have tasks that can't be done remotely,"it equipment (computer, printer, etc.)",lack of motivation,my organisation's software and systems,29
