id,birth_year,gender,industry,ind_detail,occupation,occ_detail,org_size,occupation_1,household,tenure,location,time_ly,org_encouraged,org_prepared,org_common,permission,collaboration,recommend,pref_time_ly,time_3m,time_3m_1,time_3m_2,time_3m_3,time_3m_4,time_3m_5,time_3m_6,pref_time_3m,pref_time_future,org_encourage_future,org_support_future,choice_future,productivity,commute_time,work_time,family_time,caring_time,commute_time_1,work_time_1,family_time_1,caring_time_1,best_aspect,worst_aspect,best_aspect_1,worst_aspect_1,best_aspect_2,worst_aspect_2,best_aspect_3,worst_aspect_3,best_aspect_4,worst_aspect_4,best_aspect_5,worst_aspect_5,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
1453,1956,male,"professional, scientific and technical services","professional, scientific and technical services",clerical and administrative,office managers and program administrators,i am the only employee,,couple with dependent children,more than 5 years,regional,100% - i spent all of my time remote working,5.0,5.0,3.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,,5,5,5,i 20% less productive when working remotely,2.0,6.0,3.0,1.0,0.0,8.0,3.0,1.0,my work-life balance,the number of hours  i work,managing my family responsibilities,my opportunities to socialise,my job satisfaction,my personal relationships,my work-life balance,the number of hours  i work,my work-life balance,my job satisfaction,managing my personal commitments,my opportunities to socialise,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),caring responsibilities,lack of motivation,i have tasks that can't be done remotely,69
1454,1959,male,"transport, postal and warehousing",warehousing and storage services,managers,"chief executives, general managers and legislators",i am the only employee,,multiple family household,between 1 and 5 years,metro,100% - i spent all of my time remote working,3.0,3.0,3.0,3.0,3.0,3.0,100% - all of my time,100% - i spent all of my time remote working,3.0,3.0,3.0,3.0,3.0,3.0,100% - all of my time,,3,3,3,my productivity is about same when i work remotely,1.0,6.0,10.0,7.0,2.0,7.0,10.0,5.0,my working relationships,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my working relationships,preparing for work and commuting,the number of hours  i work,my opportunities to socialise,my work-life balance,my personal relationships,managing my personal commitments,my opportunities to socialise,caring responsibilities,connectivity (internet connection),my organisation's software and systems,connectivity (internet connection),lack of motivation,feeling left out and/or isolated,66
1455,1977,female,financial and insurance services,insurance and superannuation funds,professionals,"business, human resource and marketing professionals",i am the only employee,,couple with dependent children,more than 5 years,metro,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,,5,3,3,my productivity is about same when i work remotely,0.0,5.0,9.0,10.0,0.0,5.0,9.0,10.0,my work-life balance,managing my family responsibilities,my mental wellbeing,my opportunities to socialise,my job satisfaction,my working relationships,managing my personal commitments,my on-the-job learning opportunities,the number of hours  i work,my on-the-job learning opportunities,my mental wellbeing,my opportunities to socialise,caring responsibilities,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),48
1456,1989,male,manufacturing,machinery and equipment manufacturing,managers,specialist managers,more than 200,,couple with no dependent children,more than 5 years,metro,50% - i spent about half of my time remote working,4.0,3.0,4.0,4.0,4.0,5.0,70%,100% - i spent all of my time remote working,4.0,4.0,5.0,5.0,4.0,5.0,100% - all of my time,,4,5,5,i 30% more productive when working remotely,1.5,9.0,5.0,2.0,0.0,11.0,6.0,3.0,preparing for work and commuting,my work-life balance,managing my family responsibilities,my opportunities to socialise,my daily expenses,my working relationships,the number of hours  i work,my work-life balance,my on-the-job learning opportunities,my work-life balance,managing my personal commitments,my daily expenses,"it equipment (computer, printer, etc.)",cyber security,my organisation's software and systems,feeling left out and/or isolated,feeling left out and/or isolated,feeling left out and/or isolated,36
1457,1966,female,retail trade,non-store retailing and retail commission-based buying and/or selling,sales,sales assistants and salespersons,i am the only employee,,couple with no dependent children,between 1 and 5 years,regional,50% - i spent about half of my time remote working,5.0,5.0,4.0,4.0,5.0,5.0,80%,100% - i spent all of my time remote working,5.0,5.0,5.0,5.0,5.0,5.0,100% - all of my time,,5,5,4,i 50% more productive when working remotely (or more),1.0,3.0,4.0,2.0,0.0,4.0,4.0,2.0,managing my family responsibilities,my work-life balance,managing my family responsibilities,my opportunities to socialise,my daily expenses,my job satisfaction,my work-life balance,my opportunities to socialise,my daily expenses,my job satisfaction,my daily expenses,my job satisfaction,caring responsibilities,lack of motivation,poor management,connectivity (internet connection),lack of motivation,i have tasks that can't be done remotely,59
1458,1989,male,retail trade,other store-based retailing,managers,specialist managers,more than 200,,couple with dependent children,more than 5 years,metro,50% - i spent about half of my time remote working,3.0,4.0,4.0,4.0,4.0,4.0,50% - about half of my time,50% - i spent about half of my time remote working,4.0,4.0,4.0,4.0,4.0,4.0,50% - about half of my time,,4,4,3,i 20% more productive when working remotely,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,my on-the-job learning opportunities,my working relationships,my mental wellbeing,my working relationships,my job satisfaction,my working relationships,my mental wellbeing,my work-life balance,my job satisfaction,my work-life balance,my job satisfaction,my opportunities to socialise,"it equipment (computer, printer, etc.)",cyber security,my organisation's software and systems,poor management,poor management,poor management,36
1459,1984,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,"design, engineering, science and transport professionals",between 5 and 19,,couple with dependent children,between 1 and 5 years,metro,50% - i spent about half of my time remote working,4.0,4.0,4.0,5.0,4.0,3.0,50% - about half of my time,50% - i spent about half of my time remote working,4.0,3.0,4.0,4.0,2.0,3.0,30%,,3,3,3,i 10% more productive when working remotely,4.0,8.0,2.0,10.0,2.0,8.0,10.0,4.0,my work-life balance,preparing for work and commuting,my opportunities to socialise,preparing for work and commuting,my personal relationships,preparing for work and commuting,my opportunities to socialise,my on-the-job learning opportunities,my personal relationships,the number of hours  i work,my job satisfaction,my mental wellbeing,difficulty collaborating remotely,poor management,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",poor management,feeling left out and/or isolated,poor management,41
1460,1983,female,information media and telecommunications,publishing (except internet and music publishing),professionals,arts and media professionals,between 5 and 19,,couple with dependent children,between 6 and 12 months,metro,50% - i spent about half of my time remote working,5.0,4.0,3.0,4.0,3.0,4.0,50% - about half of my time,50% - i spent about half of my time remote working,5.0,3.0,4.0,4.0,2.0,4.0,40%,,3,4,4,my productivity is about same when i work remotely,1.0,8.0,5.0,10.0,0.0,8.0,6.0,10.0,preparing for work and commuting,the number of hours  i work,managing my personal commitments,my opportunities to socialise,my job satisfaction,my personal relationships,my opportunities to socialise,managing my personal commitments,my on-the-job learning opportunities,my daily expenses,my personal relationships,my job satisfaction,difficulty collaborating remotely,lack of motivation,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",caring responsibilities,lack of motivation,i have tasks that can't be done remotely,42
1461,1985,male,mining,oil and gas extraction,technicians and trades,automotive and engineering trades,between 5 and 19,,couple with dependent children,between 1 and 5 years,metro,50% - i spent about half of my time remote working,3.0,3.0,3.0,2.0,4.0,3.0,less than 10% of my time,less than 10% of my time,2.0,3.0,3.0,3.0,3.0,3.0,less than 10% of my time,,2,3,3,i 30% more productive when working remotely,1.0,32.0,4.0,5.0,1.0,2.0,2.0,1.0,managing my family responsibilities,the number of hours  i work,managing my family responsibilities,managing my personal commitments,managing my family responsibilities,my daily expenses,the number of hours  i work,managing my personal commitments,the number of hours  i work,my daily expenses,managing my personal commitments,my daily expenses,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),"it equipment (computer, printer, etc.)",cyber security,"my workspace (e.g. suitable chair, lighting, noise levels, facilities)",40
1462,1959,female,"electricity, gas, water and waste services","waste collection, treatment and disposal services",managers,"chief executives, general managers and legislators",between 1 and 4,,couple with dependent children,between 1 and 5 years,metro,30%,5.0,5.0,4.0,5.0,5.0,4.0,40%,30%,5.0,5.0,5.0,5.0,5.0,4.0,40%,,5,5,5,i 40% more productive when working remotely,2.0,7.0,7.0,8.0,2.0,7.0,10.0,5.0,managing my family responsibilities,preparing for work and commuting,managing my family responsibilities,my mental wellbeing,managing my family responsibilities,my job satisfaction,the number of hours  i work,my mental wellbeing,the number of hours  i work,my job satisfaction,managing my personal commitments,my job satisfaction,connectivity (internet connection),connectivity (internet connection),connectivity (internet connection),poor management,lack of motivation,i have tasks that can't be done remotely,66
1463,1966,female,"professional, scientific and technical services","professional, scientific and technical services",professionals,"design, engineering, science and transport professionals",more than 200,,couple with no dependent children,between 1 and 5 years,regional,rarely or never,,,,,,,i would not have preferred to work remotely,70%,5.0,4.0,4.0,5.0,4.0,4.0,40%,,5,5,5,my productivity is about same when i work remotely,0.1,7.5,2.0,2.0,0.0,7.5,2.0,2.0,preparing for work and commuting,my working relationships,preparing for work and commuting,my mental wellbeing,my daily expenses,my working relationships,my mental wellbeing,my opportunities to socialise,my daily expenses,my personal relationships,managing my personal commitments,my mental wellbeing,connectivity (internet connection),feeling left out and/or isolated,connectivity (internet connection),caring responsibilities,poor management,poor management,59
