id,birth_year,gender,tenure,industry,occupation,org_size,household,metro_or_regional,time_q4_2020,time_q4_2020_1,time_rem_2021,pref_time_2021,pref_time_future,these_questions_are_about,in_the_past_6,how_often_do_you,how_often_would_you,does_your_employer_have,how_much_of_your,thinking_about_your_employer,thinking_about_your_employer_1,thinking_about_your_employer_2,thinking_about_your_employer_3,how_do_you_feel,org_encouraged,org_prepared,org_common,permission,collaboration,thinking_about_remote_working,thinking_about_remote_working_1,do_you_think_remote,who_is_most_supportive,org_encourage_future,org_support_future,choice_future,commute_time,think_about_your_experience,caring_time,family_time,think_about_your_experience_1,commute_time_1,think_about_your_experience_2,caring_time_1,family_time_1,think_about_your_experience_3,imagine_your_employer_offered,what_is_the_biggest,have_the_following_barriers,have_the_following_barriers_1,have_the_following_barriers_2,have_the_following_barriers_3,have_the_following_barriers_4,have_the_following_barriers_5,have_the_following_barriers_6,have_the_following_barriers_7,have_the_following_barriers_8,have_the_following_barriers_9,have_the_following_barriers_10,have_the_following_barriers_11,have_the_following_barriers_12,have_the_following_barriers_13,have_the_following_barriers_14,have_the_following_barriers_15,feel_better,more_active,feel_better_1,manages_people,do_employees_you_manage,mgmt_discretion,mgmt_retain,mgmt_recruit,team_collab,mgmt_ease_remote,mgmt_poor_performers,mgmt_prepared_remote,mgmt_focus_results,mgmt_contact,productivity,now_think_about_the,major_barrier1,major_barrier2,major_barrier3,minor_barrier1,minor_barrier2,minor_barrier3,age
1126,1980,female,more than 5 years,public administration and safety,managers - specialist managers,more than 200,couple with dependent children,metro,50% - i spent about half of my time remote working,50% - about half of my time,50% - i spent about half of my time remote working,50% - about half of my time,50% - about half of my time,yes,yes,50% - about half of my time,50% - about half of my time,yes,50% - about half of my time,3,3,3,3,somewhat positive,3,3,3,3,4,3,2,neither positive nor negative,my direct manger(s),neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,4.0,6.0,4.0,4.0,6.0,0.0,7.0,5.0,4.0,8.0,yes,0.2,stayed about the same,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,somewhat worsened,somewhat improved,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,stayed about the same,3,3,5,no,,,,,,,,,,,im 20% more productive when working remotely,,interruptions,connectivity/internet issues,connectivity/internet issues,noisy work environment,lack of privacy,interruptions,45
1127,1989,female,between 1 and 5 years,accommodation and food,technicians and trades workers - food trades workers,more than 200,couple with no dependent children,regional,less than 10% of my time,50% - about half of my time,rarely or never,50% - about half of my time,20%,yes,no,,,yes,90%,1,1,3,4,somewhat negative,1,2,1,1,5,2,5,somewhat positive,senior leadership,very unlikely,very unlikely,very unlikely,2.5,8.0,3.0,2.5,8.0,0.5,8.0,3.0,4.5,8.0,no,,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,stayed about the same,stayed about the same,somewhat improved,somewhat improved,somewhat worsened,somewhat improved,significantly improved,significantly improved,4,4,4,no,,,,,,,,,,,im 10% more productive when working remotely,,difficulty collaborating with remote colleagues,problems with audio-visual setup,lack of appropriate work and meeting spaces,lack of privacy,lack of privacy,difficulty innovating,36
1128,1976,male,between 1 and 5 years,information media and telecommunications,"managers - chief executives, general managers and legislators",more than 200,couple with dependent children,metro,80%,60%,70%,70%,30%,yes,yes,40%,30%,yes,30%,5,5,4,4,somewhat positive,4,4,4,5,5,4,5,somewhat positive,my direct manger(s),somewhat likely,very likely,somewhat likely,2.0,5.0,5.0,6.0,6.0,2.0,5.0,5.0,6.0,6.0,yes,0.1,somewhat improved,significantly improved,somewhat improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,significantly improved,significantly improved,somewhat improved,significantly improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,significantly improved,4,4,5,yes,yes,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,im 40% more productive when working remotely,im 40% more productive when working remotely,,,,,,,49
1129,2000,female,between 1 and 5 years,education and training,professionals - education professionals,i am a sole trader/owner-operator,single person,regional,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,yes,no,,,no,,5,5,5,5,strongly positive,4,4,4,4,4,2,4,somewhat positive,my direct manger(s),somewhat likely,somewhat likely,somewhat likely,3.0,3.0,5.0,5.0,8.0,1.0,2.0,5.0,8.0,8.0,yes,0.1,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,4,4,4,yes,yes,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,im 50% more productive when working remotely (or more),im 50% more productive when working remotely (or more),,,,,,,25
1130,1960,male,between 1 and 5 years,education and training,professionals - education professionals,more than 200,couple with no dependent children,regional,less than 10% of my time,less than 10% of my time,10%,10%,10%,yes,yes,10%,10%,yes,90%,4,4,4,5,somewhat positive,4,4,4,4,4,2,4,somewhat positive,they are about the same,somewhat unlikely,neither unlikely or likely,somewhat likely,0.5,7.0,3.5,5.0,8.0,0.0,7.0,3.0,6.0,8.0,no,,not a barrier for me,stayed about the same,somewhat improved,not a barrier for me,not a barrier for me,stayed about the same,not a barrier for me,not a barrier for me,stayed about the same,somewhat worsened,stayed about the same,stayed about the same,not a barrier for me,stayed about the same,not a barrier for me,stayed about the same,3,3,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,lack of privacy,problems with audio-visual setup,lack of appropriate work and meeting spaces,difficulty collaborating with remote colleagues,connectivity/internet issues,connectivity/internet issues,65
1131,1972,female,more than 5 years,"professional, scientific and technical","professionals - design, engineering, science and transport professionals",more than 200,couple with dependent children,metro,50% - i spent about half of my time remote working,50% - about half of my time,50% - i spent about half of my time remote working,50% - about half of my time,40%,yes,no,,,no,,4,5,4,5,strongly positive,4,5,4,5,5,5,5,strongly positive,senior leadership,somewhat likely,very likely,very likely,4.0,8.0,3.0,1.0,8.0,3.0,8.0,2.0,3.0,8.0,no,,somewhat improved,significantly improved,somewhat improved,significantly improved,significantly improved,significantly improved,somewhat improved,significantly improved,somewhat improved,somewhat improved,somewhat improved,significantly improved,significantly improved,somewhat improved,significantly improved,significantly improved,4,5,5,no,,,,,,,,,,,im 40% more productive when working remotely,,difficulty collaborating with remote colleagues,connectivity/internet issues,interruptions,interruptions,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,53
1132,1987,female,between 1 and 5 years,retail trade,"professionals - business, human resource and marketing professionals",more than 200,couple with no dependent children,metro,50% - i spent about half of my time remote working,60%,rarely or never,40%,40%,no,no,,,no,,2,2,2,3,somewhat negative,1,2,1,1,4,4,3,somewhat negative,my direct manger(s),very unlikely,very unlikely,very unlikely,1.5,8.0,0.0,6.5,8.0,0.0,10.0,,6.0,8.0,no,,somewhat worsened,stayed about the same,stayed about the same,somewhat improved,not a barrier for me,stayed about the same,somewhat improved,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,not a barrier for me,stayed about the same,not a barrier for me,not a barrier for me,somewhat worsened,4,4,3,no,,,,,,,,,,,im 30% more productive when working remotely,,,,,,,,38
1133,1983,female,between 1 and 5 years,retail trade,"managers - chief executives, general managers and legislators",more than 200,couple with no dependent children,metro,50% - i spent about half of my time remote working,50% - about half of my time,50% - i spent about half of my time remote working,50% - about half of my time,50% - about half of my time,no,yes,50% - about half of my time,50% - about half of my time,no,,5,5,5,4,neither positive nor negative,5,5,5,4,5,3,5,somewhat negative,senior leadership,neither unlikely or likely,neither unlikely or likely,neither unlikely or likely,1.0,8.0,3.0,4.0,8.0,1.0,8.0,4.0,3.0,8.0,yes,0.01,significantly improved,significantly improved,significantly improved,significantly improved,somewhat worsened,significantly improved,significantly improved,significantly improved,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,stayed about the same,somewhat worsened,significantly worsened,stayed about the same,3,3,3,no,,,,,,,,,,,im 30% more productive when working remotely,,interruptions,lack of appropriate work and meeting spaces,difficulty innovating,difficulty collaborating with remote colleagues,problems with audio-visual setup,interruptions,42
1134,1960,female,more than 5 years,retail trade,clerical and administrative workers - office managers and program administrators,more than 200,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,80%,50% - about half of my time,yes,yes,less than 10% of my time,less than 10% of my time,no,,5,5,5,3,somewhat positive,5,4,4,5,2,3,1,strongly positive,they are about the same,very likely,very likely,very likely,2.5,9.0,2.0,2.5,8.0,0.0,12.0,2.0,2.0,8.0,no,,stayed about the same,somewhat improved,significantly worsened,stayed about the same,stayed about the same,significantly worsened,stayed about the same,significantly worsened,significantly worsened,stayed about the same,stayed about the same,stayed about the same,significantly improved,stayed about the same,somewhat improved,significantly worsened,4,1,5,no,,,,,,,,,,,im 30% more productive when working remotely,,interruptions,problems with audio-visual setup,connectivity/internet issues,noisy work environment,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,65
1135,1966,female,between 1 and 5 years,health care and social assistance,professionals - health professionals,between 20 and 199,couple with dependent children,metro,70%,70%,80%,70%,70%,yes,no,,,unsure,,5,4,3,4,strongly positive,5,5,4,5,4,1,3,somewhat positive,they are about the same,somewhat likely,somewhat likely,very likely,1.0,8.5,3.0,4.5,7.0,0.5,8.5,3.0,5.0,7.0,no,,not a barrier for me,not a barrier for me,somewhat improved,somewhat improved,not a barrier for me,stayed about the same,not a barrier for me,stayed about the same,stayed about the same,not a barrier for me,somewhat improved,somewhat improved,not a barrier for me,stayed about the same,somewhat improved,somewhat worsened,3,3,4,no,,,,,,,,,,,my productivity is about same when i work remotely,,interruptions,problems with audio-visual setup,connectivity/internet issues,noisy work environment,lack of appropriate work and meeting spaces,lack of appropriate work and meeting spaces,59
1136,1993,male,between 1 and 5 years,information media and telecommunications,"professionals - business, human resource and marketing professionals",more than 200,single person,metro,60%,60%,60%,60%,60%,yes,yes,70%,80%,no,,5,5,5,4,strongly positive,5,4,5,4,5,5,4,strongly positive,senior leadership,very likely,somewhat likely,very likely,3.0,8.0,4.0,1.0,8.0,2.0,8.0,2.0,2.0,10.0,no,,significantly improved,somewhat improved,somewhat improved,somewhat improved,significantly improved,significantly improved,somewhat improved,significantly improved,significantly improved,somewhat improved,somewhat improved,significantly improved,somewhat improved,significantly improved,significantly improved,significantly improved,5,5,5,no,,,,,,,,,,,im 30% more productive when working remotely,,,,,,,,32
1137,1976,female,between 6 and 12 months,education and training,professionals - education professionals,between 20 and 199,couple with dependent children,metro,10%,50% - about half of my time,10%,50% - about half of my time,50% - about half of my time,no,no,,,no,,1,1,1,5,neither positive nor negative,3,3,5,4,4,3,1,somewhat positive,they are about the same,neither unlikely or likely,neither unlikely or likely,somewhat unlikely,1.0,6.0,4.0,5.0,8.0,0.5,8.0,3.5,4.0,8.0,no,,somewhat worsened,significantly worsened,somewhat worsened,somewhat worsened,somewhat worsened,somewhat worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,significantly worsened,somewhat worsened,somewhat worsened,significantly worsened,significantly worsened,stayed about the same,4,5,3,no,,,,,,,,,,,im 50% more productive when working remotely (or more),,difficulty collaborating with remote colleagues,problems with audio-visual setup,difficulty innovating,noisy work environment,connectivity/internet issues,connectivity/internet issues,49
1138,1995,male,more than 5 years,"professional, scientific and technical",technicians and trades workers - construction trades workers,between 20 and 199,couple with no dependent children,metro,100% - i spent all of my time remote working,100% - all of my time,100% - i spent all of my time remote working,100% - all of my time,100% - all of my time,yes,no,,,no,,5,5,5,5,strongly positive,4,5,5,5,5,5,5,strongly positive,they are about the same,very likely,somewhat likely,very likely,1.0,7.0,4.0,5.0,7.0,0.0,7.0,5.0,5.0,7.0,no,,significantly improved,somewhat improved,significantly improved,significantly improved,somewhat improved,stayed about the same,significantly improved,significantly improved,significantly improved,significantly improved,significantly improved,stayed about the same,significantly improved,somewhat improved,significantly improved,significantly improved,5,4,5,yes,yes,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,im 30% more productive when working remotely,im 30% more productive when working remotely,,,,,,,30
1139,1983,male,between 1 and 5 years,financial and insurance,"professionals - design, engineering, science and transport professionals",more than 200,couple with dependent children,metro,30%,10%,20%,10%,less than 10% of my time,yes,yes,30%,10%,yes,30%,2,3,3,4,somewhat negative,3,2,4,3,2,4,4,somewhat negative,senior leadership,somewhat likely,neither unlikely or likely,neither unlikely or likely,5.0,8.0,2.0,2.0,7.0,7.0,8.0,1.0,2.0,6.0,yes,0.2,somewhat improved,significantly worsened,somewhat worsened,significantly worsened,significantly worsened,stayed about the same,stayed about the same,somewhat worsened,somewhat worsened,somewhat worsened,not a barrier for me,stayed about the same,stayed about the same,not a barrier for me,significantly worsened,somewhat improved,3,2,4,yes,yes,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,im 20% less productive when working remotely,im 20% less productive when working remotely,difficulty collaborating with remote colleagues,connectivity/internet issues,lack of appropriate work and meeting spaces,interruptions,problems with audio-visual setup,interruptions,42
